Academic Item,Title,Version Number,Status,Owning Faculty,Academic Org,Display Name,Teaching Period,Attendance Mode,Location,Quota Number
TRAN8082,Advanced Interpreting Practice,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
PICX8952,Simulation in Criminology,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 1-ONL-FLX,Session 1,Online-flexible,,
EDTE4560,Curriculum and Teaching in the Primary School 6,2023.03,Approved,Faculty of Arts,Macquarie School of Education,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
PICT8001,Study Tour,2023.04,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 1-F2F-FIELD-Other,Session 1,In person-fieldwork,Other,
EDTE4320,Languages in the Secondary School II,2023.04,Approved,Faculty of Arts,Macquarie School of Education,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
GEOP3030,"Liveable Cities: Infrastructure, Mobilities and Place-Making",2023.03,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
LING1109,"Language, Culture and Communication",2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
SPED8922,Educational Adjustments for Learners with Blindness/Low Vision,2023.01R,Approved,Faculty of Arts,Macquarie School of Education,Session 1-ONL-FLX,Session 1,Online-flexible,,
MGMT3011,PACE: Entrepreneurship Project,2023.03,Approved,Macquarie Business School,Department of Management ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
AFCL8056,Lending and Borrowing Decisions,2023.01R,Approved,Macquarie Business School,Department of Applied Finance ,AFC April-F2F-INT-Beijing,AFC April,In person-scheduled-intensive,Beijing,
GEOP4080,PACE: Planning Experience,2023.03,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ITAL1210,C Italian Studies 3,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
GEOP8030,Smart Urbanism,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-ONL-FLX,Session 2,Online-flexible,,
LAWS8098,International Commercial Law,2023.02,Approved,Faculty of Arts,Macquarie Law School ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ENGX1002,Literature: Modern and Contemporary,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-ONL-FLX,Session 2,Online-flexible,,
HLTH3050,PACE: Health Placement,2023.05,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Health Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ECHX8290,Professional Experience 3,2023.02,Approved,Faculty of Arts,Macquarie School of Education,Session 2-ONL-FLX,Session 2,Online-flexible,,
SOCX8080,Making Public Policy in a Globalised World,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-ONL-FLX,Session 2,Online-flexible,,
FOHS7100,Ethical Issues in Research,2023.01R,Approved,Faculty of Arts,Owned at Faculty level,To be determined,To be determined,,,
MMCC3013,Screen Production: Open Form Filmmaking,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
COMP6770,Management of IT Systems and Projects,2023.01R,Approved,Faculty of Science and Engineering,School of Computing,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
SPED8932,Perception and Production of Speech in Deaf/Hard of Hearing Children,2023.01R,Approved,Faculty of Arts,Macquarie School of Education,Session 2-ONL-FLX,Session 2,Online-flexible,,
ELEC4093,Electrical and Electronic Engineering Research Thesis B,2023.02,Approved,Faculty of Science and Engineering,School of Engineering,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
AFCX6019,Financial Statement Analysis and Modelling,2023.01R,Approved,Macquarie Business School,Department of Applied Finance ,Term 2-ONL-FLX,Term 2,Online-flexible,,
FOSE1015,Statistical Concepts for Science,2023.05,Approved,Faculty of Science and Engineering,Owned at Faculty level,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
RUSS1020,I Russian Studies 2,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
SLAS1210,C Spanish Studies 3,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ENVS8990,Master of Research - Environmental Sciences,2023.02,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
LAWS8001,Foundations of Law,2023.05,Approved,Faculty of Arts,Macquarie Law School ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ENGX1001,Literature: Medieval to Modern,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
AFCL8002,Professional Practice,2023.01R,Approved,Macquarie Business School,Department of Applied Finance ,AFC September-F2F-INT-Beijing,AFC September,In person-scheduled-intensive,Beijing,
ECHE1130,Play Based Approaches to Early Childhood Learning and Development,2023.02,Approved,Faculty of Arts,Macquarie School of Education,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
PHYS8990,Master of Research - Physics and Astronomy,2023.01R,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
BUSA7090,Data and Visualisation for Business,2023.01,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ACST3006,Quantitative Asset and Liability Modelling 1,2023.03,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 1-ONL-S-F2FX-North Ryde,Session 1,Online-scheduled-In person assessment,North Ryde,
FOAR7002,Research Frontiers,2023.01R,Approved,Faculty of Arts,Owned at Faculty level,Full year 1-F2F-DAY-North Ryde,Full year 1,In person-scheduled-weekday,North Ryde,
COMP2300,Applied Cryptography,2023.02,Approved,Faculty of Science and Engineering,School of Computing,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
HSYP8007,Program Planning and Evaluation in Health Promotion,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Health Sciences,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
PSYM8990,Master of Research - Psychology,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
LAWS2050,"Crime, Policy and Governance",2023.02,Approved,Faculty of Arts,Macquarie Law School ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
POIX3030,Global Political Economy,2023.02,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-ONL-FLX,Session 1,Online-flexible,,
MHIS2050,ANZAC: A History of Australians at War,2023.01R,Approved,Faculty of Arts,Department of History and Archaeology,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
SOCX2010,Theorising Societies ,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-ONL-FLX,Session 1,Online-flexible,,
EDTE4300,Mathematics in the Secondary School II,2023.03,Approved,Faculty of Arts,Macquarie School of Education,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
INTS1030,International Studies Beginners In-Country Cultural Studies,2023.03,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-F2F-PLACE-On location,Session 2,In person-placement,On location,
ACST8095,Actuarial Data Analytics,2023.02,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 2-ONL-F-F2FX-North Ryde,Session 2,Online-flexible-In person assessment,North Ryde,
ABSX1020,"Dharug Country: Presences, Places and People",2023.02,Approved,Faculty of Arts,Department of Indigenous Studies ,Session 1-ONL-FLX,Session 1,Online-flexible,,
WMAT1007,Discrete Mathematics,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
ECON6034,Econometrics and Business Statistics,2023.05,Approved,Macquarie Business School,Department of Economics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
AHIX3241,Dialogue of Cultures in the Ancient World,2023.01R,Approved,Faculty of Arts,Department of History and Archaeology,Session 1-ONL-FLX,Session 1,Online-flexible,,
AFCP8102,Financial Structure and Insights,2023.04,Approved,Macquarie Business School,Department of Applied Finance ,Term 3-F2F-INF-City,Term 3,In person-scheduled-infrequent,City,
POIR3890,Australia and the Asia-Pacific Century,2023.02,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-ONL-FLX,Session 2,Online-flexible,,
AFCL8005,Financial Risk Management,2023.01R,Approved,Macquarie Business School,Department of Applied Finance ,AFC April-ONL-F-F2FX-Beijing,AFC April,Online-flexible-In person assessment,Beijing,
PHYS3140,Advanced Quantum Mechanics and Quantum Optics,2023.01R,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
PICX8045,Intelligence: Theory and Practice,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 1-ONL-FLX,Session 1,Online-flexible,,
INTS2015,Intercultural Language Project 2,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-ONL-FLX,Session 1,Online-flexible,,
PICX2001,Cyber Crime,2023.02,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 1-ONL-FLX,Session 1,Online-flexible,,
LINX2217,Introduction to Phonetics and Phonology,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,To be determined,To be determined,,,
PICX8012,Critical Thought and Research Design,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 1-ONL-FLX,Session 1,Online-flexible,,
ENGL8030,Digital Creative Writing: Interactive Prose and Poetry,2023.03,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-ONL-FLX,Session 2,Online-flexible,,
PSYM7739,"Evolution of Social, Sexual and Emotional Behaviour",2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,To be determined,To be determined,,,
SOCI1010,Introduction to Sociology: Understanding everyday life ,2023.02,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
EDST8221,Teaching Languages in the Secondary School 2,2023.02,Approved,Faculty of Arts,Macquarie School of Education,Session 1-F2F-INF-North Ryde,Session 1,In person-scheduled-infrequent,North Ryde,
AHIS6100,Ancient Languages Foundation,2023.01,Approved,Faculty of Arts,Department of History and Archaeology,Session 2-ONL-FLX,Session 2,Online-flexible,,
LINX1300,Placenames in the Modern World,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,To be determined,To be determined,,,
BIOL6610,Biological Data Analysis,2023.04,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MMCC8055,Performance Practices,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
PICX8002,"Information Warfare, Disinformation and Propaganda",2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,To be determined,To be determined,,,
STAT7121,Multivariate Analysis,2023.01R,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
APPL7110,Advanced Topics in Pragmatics and Intercultural Communication,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,Session 1-ONL-FLX,Session 1,Online-flexible,,
CHIN3020,I Chinese Studies 6,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
CAUD8016,Complex Case Management,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
CHIN2210,C Chinese Studies 5,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
RUSS2210,C Russian Studies 5,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
AHIS6200,Ancient Language Studies: Foundation in Ancient Language,2023.01R,Approved,Faculty of Arts,Department of History and Archaeology,Session 2-ONL-FLX,Session 2,Online-flexible,,
EDST8290,Differentiated Instruction and Universal Design for Learning,2023.02,Approved,Faculty of Arts,Macquarie School of Education,Session 2-ONL-FLX,Session 2,Online-flexible,,
INED8002,Sociology of Education,2023.01R,Approved,Faculty of Arts,Department of Indigenous Studies ,Session 1-ONL-FLX,Session 1,Online-flexible,,
TELE4092,Telecommunications Engineering Research Thesis A,2023.02,Approved,Faculty of Science and Engineering,School of Engineering,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
AFIN8017,Digital Finance,2023.01,Approved,Macquarie Business School,Department of Applied Finance ,Session 2-F2F-INT-North Ryde,Session 2,In person-scheduled-intensive,North Ryde,
LAWS8013,Civil and Criminal Procedure,2023.01R,Approved,Faculty of Arts,Macquarie Law School ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
SLAS3020,I Spanish Studies 6,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
PSYX3332,Principles of Psychological Assessment,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 1-ONL-FLX,Session 1,Online-flexible,,
ENVS6202,The Living Environment,2023.03,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ECON8017,Ecological Economics,2023.02,Approved,Macquarie Business School,Department of Economics ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
LAWS5007,Employment and Labour Law ,2023.01R,Approved,Faculty of Arts,Macquarie Law School ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,60
COMP6325,Cyber Security Management in Practice,2023.03,Approved,Faculty of Science and Engineering,School of Computing,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ENVS8104,Climate Change and Adaptation,2023.02,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
AFCX6016,Finance Principles,2023.01R,Approved,Macquarie Business School,Department of Applied Finance ,Term 1-ONL-FLX,Term 1,Online-flexible,,
MGMT3002,PACE: HRM Project,2023.03,Approved,Macquarie Business School,Department of Management ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
MEDI8101,Clinical Practice 1,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",Macquarie Medical School,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ENVS8353,Environmental Applications of GIS and Remote Sensing,2023.01R,Approved,Faculty of Science and Engineering,School of Natural Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
PICX8954,Simulation in Cyber Security,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 1-ONL-FLX,Session 1,Online-flexible,,
PICT8043,International Terrorism,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
PHIL3063,Consciousness and Self,2023.02,Approved,Faculty of Arts,Department of Philosophy ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
FREN3020, I French Studies 6,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
MKTG2013,Marketing Metrics,2023.03,Approved,Macquarie Business School,Department of Marketing ,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
PPCT8003,Advanced Clinical Trial Skills,2023.01,Approved,"Faculty of Medicine, Health and Human Sciences",Macquarie Medical School,2024,2024,,,
STAT8613,Bayesian Statistical Methods,2023.01R,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 2-ONL-FLX,Session 2,Online-flexible,,
PICX3014,Australian National Security,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 1-ONL-FLX,Session 1,Online-flexible,,
SPED8935,Social Perspectives on Deafness and Deaf Education,2023.01R,Approved,Faculty of Arts,Macquarie School of Education,Session 1-ONL-FLX,Session 1,Online-flexible,,
JPNS3015,Japanese Contemporary Culture ,2023.02,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
EDST8280,Contemporary Approaches to Professional Practice,2023.01R,Approved,Faculty of Arts,Macquarie School of Education,Session 1-ONL-FLX,Session 1,Online-flexible,,
MEDI6101,Fundamentals in Visceral Anatomy,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",Macquarie Medical School,To be determined,To be determined,,,
ABSX3040,"Settler Colonialism, Decolonisation and Indigenous Futures ",2023.01R,Approved,Faculty of Arts,Department of Indigenous Studies ,Session 1-ONL-FLX,Session 1,Online-flexible,,
GRMN1010,I German Studies 1,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MHIS2011,Making War Modern: From Revolutionary Soldier to Peacekeeper,2023.01R,Approved,Faculty of Arts,Department of History and Archaeology,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
GMBA8032,Manage Change,2023.02,Approved,Macquarie Business School,Department of Management ,Coursera term 5-ONL-S-DAY,Coursera term 5,Online-scheduled-weekday,,
TRAN8021,Introduction to Interpreting Practice,2023.04,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
COMP6255,Introduction to Mobile Communications,2023.03,Approved,Faculty of Science and Engineering,School of Computing,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
GEOP1080,Urban Planet: Cities and Planning in the Anthropocene,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
LAWS8020,Competition Law,2023.02,Approved,Faculty of Arts,Macquarie Law School ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
JPNS2210,C Japanese Studies 5,2023.01,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
EDST8225,Teaching History in the Secondary School 2,2023.02,Approved,Faculty of Arts,Macquarie School of Education,Session 1-F2F-INF-North Ryde,Session 1,In person-scheduled-infrequent,North Ryde,
LAWS2000,International Law,2023.02,Approved,Faculty of Arts,Macquarie Law School ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
GEOP1010,Introducing Human Geography,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MQBS7020,Qualitative Research Approaches in Business and Economics,2023.01R,Approved,Macquarie Business School,Owned at Faculty level,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
GMBA8001,Know Your People,2023.01R,Approved,Macquarie Business School,Department of Management ,Coursera term 2-ONL-S-DAY,Coursera term 2,Online-scheduled-weekday,,
GRMN2010,I German Studies 3,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
PSYX2246,Cognitive Processes I,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 1-ONL-FLX,Session 1,Online-flexible,,200
MGMT2022,Foundations in Human Resources Law,2023.03,Approved,Macquarie Business School,Department of Management ,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
LAWS3300,Administrative Law,2023.03,Approved,Faculty of Arts,Macquarie Law School ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
PSYN8852,Supervised Practical Placement IV,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 1-F2F-PLACE-On location,Session 1,In person-placement,On location,
SLAS3010,I Spanish Studies 5,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
PICT3013,Strategies of Political Violence and Counter Terrorism,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MGMT8005,Managing Technology,2023.05,Approved,Macquarie Business School,Department of Management ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,60
EDST8205,"Teaching Mathematics, Science and Technology in the Primary School 3",2023.01R,Approved,Faculty of Arts,Macquarie School of Education,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ACST8032,Actuarial Control Cycle 2,2023.01R,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 2-ONL-F-F2FX-North Ryde,Session 2,Online-flexible-In person assessment,North Ryde,
PSYN8904,Clinical Neuropsychology Practical Placement IV,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 2-F2F-PLACE-On location,Session 2,In person-placement,On location,
PICX3012,Intelligence Policy,2023.02,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 1-ONL-FLX,Session 1,Online-flexible,,
MGMT2040,Workplace Relations,2023.01,Approved,Macquarie Business School,Department of Management ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
PSYP8910,Research Theory and Practice for Professional Psychologists,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 2-F2F-INT-North Ryde,Session 2,In person-scheduled-intensive,North Ryde,
PSYC8993,Clinical Psychology Therapy 3,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
MMCC1030,Music in a Global Context,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
SOCX8015,Doing Social Survey Research,2023.02,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-ONL-FLX,Session 1,Online-flexible,,
EDST3110,"Designing Mathematics, Science and Technology Learning",2023.02,Approved,Faculty of Arts,Macquarie School of Education,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
PICT8040,Cyber Crime and Cyber Policing,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
AFCP8146,Corporate Financial Management,2023.04,Approved,Macquarie Business School,Department of Applied Finance ,Term 3-ONL-S-DAY,Term 3,Online-scheduled-weekday,,
SOCX1000,Introduction to Sociology: Understanding contemporary society ,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-ONL-FLX,Session 1,Online-flexible,,
SLAS2210,C Spanish Studies 5,2023.01R,Approved,Faculty of Arts,"Department of Media, Communications, Creative Arts, Language and Literature",Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
TRAN8086,Auslan Interpreting in Legal Settings,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,2024,2024,,,
SSCI1000,Introducing Social Science,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
ACST3061,Actuarial Statistics,2023.03,Approved,Macquarie Business School,Department of Actuarial Studies and Business Analytics ,Session 1-ONL-S-F2FX-North Ryde,Session 1,Online-scheduled-In person assessment,North Ryde,
PHYS7910,Engineering Quantum Matter,2023.02,Approved,Faculty of Science and Engineering,School of Mathematical and Physical Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ECHE8230,Language and Literacy in Early Childhood,2023.02,Approved,Faculty of Arts,Macquarie School of Education,Session 2-F2F-INF-North Ryde,Session 2,In person-scheduled-infrequent,North Ryde,
AFIN8014,FinTech and Innovation,2023.04,Approved,Macquarie Business School,Department of Applied Finance ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
COMP1150,Introduction to Video Games,2023.02,Approved,Faculty of Science and Engineering,School of Computing,Session 1-ONL-S-DAY,Session 1,Online-scheduled-weekday,,
LING7702,Corpus Linguistics,2023.01R,Approved,"Faculty of Medicine, Health and Human Sciences",Department of Linguistics ,To be determined,To be determined,,,
PSYO8954,Supervised Practical Placement IV,2023.02,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 1-F2F-PLACE-On location,Session 1,In person-placement,On location,
GEOP3020,Disasters and Resilient Communities ,2023.02,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
ELEC8250,System on Chip Design,2023.05,Approved,Faculty of Science and Engineering,School of Engineering,To be determined,To be determined,,,
SOCI3025,Exploring Everyday Life and Culture,2023.01R,Approved,Faculty of Arts,Macquarie School of Social Sciences,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
GMBA8031,Communicate with Impact,2023.02,Approved,Macquarie Business School,Department of Marketing ,Coursera term 5-ONL-S-DAY,Coursera term 5,Online-scheduled-weekday,,
PSYC8987,Child and Adult Psychopathology 1,2023.03,Approved,"Faculty of Medicine, Health and Human Sciences",School of Psychological Sciences,Session 1-F2F-DAY-North Ryde,Session 1,In person-scheduled-weekday,North Ryde,
PICT8018,Counter Terrorism in the Global and Australian Contexts,2023.01R,Approved,Faculty of Arts,Department of Security Studies and Criminology ,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
